,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2002-07-01/2002-07-07,87,2002-07-01 00:00:00.000000000,2002-07-07 23:59:59.999999999,145,4,0,0,0,0,0,0,0
2002-07-08/2002-07-14,88,2002-07-08 00:00:00.000000000,2002-07-14 23:59:59.999999999,149,4,0,0,0,0,0,0,0
2002-07-15/2002-07-21,89,2002-07-15 00:00:00.000000000,2002-07-21 23:59:59.999999999,152,3,0,0,0,0,0,0,0
2002-07-22/2002-07-28,90,2002-07-22 00:00:00.000000000,2002-07-28 23:59:59.999999999,152,0,0,0,0,0,0,0,0
2002-07-29/2002-08-04,91,2002-07-29 00:00:00.000000000,2002-08-04 23:59:59.999999999,154,2,0,0,0,0,0,0,0
2002-08-05/2002-08-11,92,2002-08-05 00:00:00.000000000,2002-08-11 23:59:59.999999999,159,5,0,0,0,0,0,0,0
2002-08-12/2002-08-18,93,2002-08-12 00:00:00.000000000,2002-08-18 23:59:59.999999999,160,1,0,0,0,0,0,0,0
2002-08-19/2002-08-25,94,2002-08-19 00:00:00.000000000,2002-08-25 23:59:59.999999999,162,2,0,0,0,0,0,0,0
2002-08-26/2002-09-01,95,2002-08-26 00:00:00.000000000,2002-09-01 23:59:59.999999999,167,5,0,0,0,0,0,0,0
2002-09-02/2002-09-08,96,2002-09-02 00:00:00.000000000,2002-09-08 23:59:59.999999999,172,5,0,0,0,0,0,0,0
2002-09-09/2002-09-15,97,2002-09-09 00:00:00.000000000,2002-09-15 23:59:59.999999999,185,13,0,0,0,0,0,0,0
2002-09-16/2002-09-22,98,2002-09-16 00:00:00.000000000,2002-09-22 23:59:59.999999999,187,2,0,0,0,0,0,0,0
2002-09-23/2002-09-29,99,2002-09-23 00:00:00.000000000,2002-09-29 23:59:59.999999999,191,4,0,0,0,0,0,0,0
2002-09-30/2002-10-06,100,2002-09-30 00:00:00.000000000,2002-10-06 23:59:59.999999999,193,2,0,0,0,0,0,0,0
2002-10-07/2002-10-13,101,2002-10-07 00:00:00.000000000,2002-10-13 23:59:59.999999999,199,6,0,0,0,0,0,0,0
2002-10-14/2002-10-20,102,2002-10-14 00:00:00.000000000,2002-10-20 23:59:59.999999999,204,5,0,0,0,0,0,0,0
2002-10-21/2002-10-27,103,2002-10-21 00:00:00.000000000,2002-10-27 23:59:59.999999999,213,9,0,0,0,0,0,0,0
2002-10-28/2002-11-03,104,2002-10-28 00:00:00.000000000,2002-11-03 23:59:59.999999999,216,3,0,0,0,0,0,0,0
2002-11-04/2002-11-10,105,2002-11-04 00:00:00.000000000,2002-11-10 23:59:59.999999999,227,11,0,0,0,0,0,0,0
2002-11-11/2002-11-17,106,2002-11-11 00:00:00.000000000,2002-11-17 23:59:59.999999999,241,14,0,0,0,0,0,0,0
2002-11-18/2002-11-24,107,2002-11-18 00:00:00.000000000,2002-11-24 23:59:59.999999999,248,7,0,0,0,0,0,0,0
2002-11-25/2002-12-01,108,2002-11-25 00:00:00.000000000,2002-12-01 23:59:59.999999999,251,3,0,0,0,0,0,0,0
2002-12-02/2002-12-08,109,2002-12-02 00:00:00.000000000,2002-12-08 23:59:59.999999999,258,7,0,0,0,0,0,0,0
2002-12-09/2002-12-15,110,2002-12-09 00:00:00.000000000,2002-12-15 23:59:59.999999999,262,4,0,0,0,0,0,0,0
2002-12-16/2002-12-22,111,2002-12-16 00:00:00.000000000,2002-12-22 23:59:59.999999999,269,7,0,0,0,0,0,0,0
2002-12-23/2002-12-29,112,2002-12-23 00:00:00.000000000,2002-12-29 23:59:59.999999999,276,7,0,0,0,0,0,0,0
2002-12-30/2003-01-05,113,2002-12-30 00:00:00.000000000,2003-01-05 23:59:59.999999999,276,0,0,0,0,0,0,0,0
2003-01-06/2003-01-12,114,2003-01-06 00:00:00.000000000,2003-01-12 23:59:59.999999999,281,5,0,0,0,0,0,0,0
2003-01-13/2003-01-19,115,2003-01-13 00:00:00.000000000,2003-01-19 23:59:59.999999999,285,4,0,0,0,0,0,0,0
2003-01-20/2003-01-26,116,2003-01-20 00:00:00.000000000,2003-01-26 23:59:59.999999999,290,5,0,0,0,0,0,0,0
2003-01-27/2003-02-02,117,2003-01-27 00:00:00.000000000,2003-02-02 23:59:59.999999999,292,2,0,0,0,0,0,0,0
2003-02-03/2003-02-09,118,2003-02-03 00:00:00.000000000,2003-02-09 23:59:59.999999999,294,2,0,0,0,0,0,0,0
2003-02-10/2003-02-16,119,2003-02-10 00:00:00.000000000,2003-02-16 23:59:59.999999999,299,5,0,0,0,0,0,0,0
2003-02-17/2003-02-23,120,2003-02-17 00:00:00.000000000,2003-02-23 23:59:59.999999999,303,4,0,0,0,0,0,0,0
2003-02-24/2003-03-02,121,2003-02-24 00:00:00.000000000,2003-03-02 23:59:59.999999999,306,3,0,0,0,0,0,0,0
2003-03-03/2003-03-09,122,2003-03-03 00:00:00.000000000,2003-03-09 23:59:59.999999999,307,1,0,0,0,0,0,0,0
2003-03-10/2003-03-16,123,2003-03-10 00:00:00.000000000,2003-03-16 23:59:59.999999999,316,9,0,0,0,0,0,0,0
2003-03-17/2003-03-23,124,2003-03-17 00:00:00.000000000,2003-03-23 23:59:59.999999999,321,5,0,0,0,0,0,0,0
2003-03-24/2003-03-30,125,2003-03-24 00:00:00.000000000,2003-03-30 23:59:59.999999999,327,6,0,0,0,0,0,0,0
2003-03-31/2003-04-06,126,2003-03-31 00:00:00.000000000,2003-04-06 23:59:59.999999999,331,4,0,0,0,0,0,0,0
2003-04-07/2003-04-13,127,2003-04-07 00:00:00.000000000,2003-04-13 23:59:59.999999999,338,7,0,0,0,0,0,0,0
2003-04-14/2003-04-20,128,2003-04-14 00:00:00.000000000,2003-04-20 23:59:59.999999999,345,7,0,0,0,0,0,0,0
2003-04-21/2003-04-27,129,2003-04-21 00:00:00.000000000,2003-04-27 23:59:59.999999999,353,8,0,0,0,0,0,0,0
2003-04-28/2003-05-04,130,2003-04-28 00:00:00.000000000,2003-05-04 23:59:59.999999999,357,4,0,0,0,0,0,0,0
2003-05-05/2003-05-11,131,2003-05-05 00:00:00.000000000,2003-05-11 23:59:59.999999999,362,5,0,0,0,0,0,0,0
2003-05-12/2003-05-18,132,2003-05-12 00:00:00.000000000,2003-05-18 23:59:59.999999999,374,12,0,0,0,0,0,0,0
2003-05-19/2003-05-25,133,2003-05-19 00:00:00.000000000,2003-05-25 23:59:59.999999999,381,7,0,0,0,0,0,0,0
2003-05-26/2003-06-01,134,2003-05-26 00:00:00.000000000,2003-06-01 23:59:59.999999999,387,6,0,0,0,0,0,0,0
2003-06-02/2003-06-08,135,2003-06-02 00:00:00.000000000,2003-06-08 23:59:59.999999999,393,6,0,0,0,0,0,0,0
2003-06-09/2003-06-15,136,2003-06-09 00:00:00.000000000,2003-06-15 23:59:59.999999999,397,4,0,0,0,0,0,0,0
2003-06-16/2003-06-22,137,2003-06-16 00:00:00.000000000,2003-06-22 23:59:59.999999999,401,4,0,0,0,0,0,0,0
2003-06-23/2003-06-29,138,2003-06-23 00:00:00.000000000,2003-06-29 23:59:59.999999999,409,8,0,0,0,0,0,0,0
2003-06-30/2003-07-06,139,2003-06-30 00:00:00.000000000,2003-07-06 23:59:59.999999999,416,7,0,0,0,0,0,0,0
2003-07-07/2003-07-13,140,2003-07-07 00:00:00.000000000,2003-07-13 23:59:59.999999999,426,10,0,0,0,0,0,0,0
2003-07-14/2003-07-20,141,2003-07-14 00:00:00.000000000,2003-07-20 23:59:59.999999999,435,9,0,0,0,0,0,0,0
2003-07-21/2003-07-27,142,2003-07-21 00:00:00.000000000,2003-07-27 23:59:59.999999999,439,4,0,0,0,0,0,0,0
2003-07-28/2003-08-03,143,2003-07-28 00:00:00.000000000,2003-08-03 23:59:59.999999999,445,6,0,0,0,0,0,0,0
2003-08-04/2003-08-10,144,2003-08-04 00:00:00.000000000,2003-08-10 23:59:59.999999999,449,4,0,0,0,0,0,0,0
2003-08-11/2003-08-17,145,2003-08-11 00:00:00.000000000,2003-08-17 23:59:59.999999999,453,4,0,0,0,0,0,0,0
2003-08-18/2003-08-24,146,2003-08-18 00:00:00.000000000,2003-08-24 23:59:59.999999999,459,6,0,0,0,0,0,0,0
2003-08-25/2003-08-31,147,2003-08-25 00:00:00.000000000,2003-08-31 23:59:59.999999999,468,9,0,0,0,0,0,0,0
2003-09-01/2003-09-07,148,2003-09-01 00:00:00.000000000,2003-09-07 23:59:59.999999999,473,5,0,0,0,0,0,0,0
2003-09-08/2003-09-14,149,2003-09-08 00:00:00.000000000,2003-09-14 23:59:59.999999999,243,14,244,0,0,0,0,0,0
2003-09-15/2003-09-21,150,2003-09-15 00:00:00.000000000,2003-09-21 23:59:59.999999999,245,5,3,0,0,0,0,0,0
2003-09-22/2003-09-28,151,2003-09-22 00:00:00.000000000,2003-09-28 23:59:59.999999999,248,4,1,0,0,0,0,0,0
2003-09-29/2003-10-05,152,2003-09-29 00:00:00.000000000,2003-10-05 23:59:59.999999999,250,9,7,0,0,0,0,0,0
2003-10-06/2003-10-12,153,2003-10-06 00:00:00.000000000,2003-10-12 23:59:59.999999999,252,9,7,0,0,0,0,0,0
2003-10-13/2003-10-19,154,2003-10-13 00:00:00.000000000,2003-10-19 23:59:59.999999999,247,7,12,0,0,0,0,0,0
2003-10-20/2003-10-26,155,2003-10-20 00:00:00.000000000,2003-10-26 23:59:59.999999999,255,11,3,0,0,0,0,0,0
2003-10-27/2003-11-02,156,2003-10-27 00:00:00.000000000,2003-11-02 23:59:59.999999999,258,8,5,0,0,0,0,0,0
2003-11-03/2003-11-09,157,2003-11-03 00:00:00.000000000,2003-11-09 23:59:59.999999999,262,7,3,0,0,0,0,0,0
2003-11-10/2003-11-16,158,2003-11-10 00:00:00.000000000,2003-11-16 23:59:59.999999999,266,7,3,0,0,0,0,0,0
2003-11-17/2003-11-23,159,2003-11-17 00:00:00.000000000,2003-11-23 23:59:59.999999999,270,5,1,0,0,0,0,0,0
2003-11-24/2003-11-30,160,2003-11-24 00:00:00.000000000,2003-11-30 23:59:59.999999999,274,6,2,0,0,0,0,0,0
2003-12-01/2003-12-07,161,2003-12-01 00:00:00.000000000,2003-12-07 23:59:59.999999999,257,6,23,0,0,0,0,0,0
2003-12-08/2003-12-14,162,2003-12-08 00:00:00.000000000,2003-12-14 23:59:59.999999999,256,6,7,0,0,0,0,0,0
2003-12-15/2003-12-21,163,2003-12-15 00:00:00.000000000,2003-12-21 23:59:59.999999999,263,7,0,0,0,0,0,0,0
2003-12-22/2003-12-28,164,2003-12-22 00:00:00.000000000,2003-12-28 23:59:59.999999999,263,1,1,0,0,0,0,0,0
2003-12-29/2004-01-04,165,2003-12-29 00:00:00.000000000,2004-01-04 23:59:59.999999999,271,9,1,0,0,0,0,0,0
2004-01-05/2004-01-11,166,2004-01-05 00:00:00.000000000,2004-01-11 23:59:59.999999999,278,9,2,0,0,0,0,0,0
2004-01-12/2004-01-18,167,2004-01-12 00:00:00.000000000,2004-01-18 23:59:59.999999999,282,6,2,0,0,0,0,0,0
2004-01-19/2004-01-25,168,2004-01-19 00:00:00.000000000,2004-01-25 23:59:59.999999999,288,7,1,0,0,0,0,0,0
2004-01-26/2004-02-01,169,2004-01-26 00:00:00.000000000,2004-02-01 23:59:59.999999999,286,6,8,0,0,0,0,0,0
2004-02-02/2004-02-08,170,2004-02-02 00:00:00.000000000,2004-02-08 23:59:59.999999999,290,8,4,0,0,0,0,0,0
2004-02-09/2004-02-15,171,2004-02-09 00:00:00.000000000,2004-02-15 23:59:59.999999999,295,6,1,0,0,0,0,0,0
2004-02-16/2004-02-22,172,2004-02-16 00:00:00.000000000,2004-02-22 23:59:59.999999999,300,7,2,0,0,0,0,0,0
2004-02-23/2004-02-29,173,2004-02-23 00:00:00.000000000,2004-02-29 23:59:59.999999999,301,5,4,0,0,0,0,0,0
2004-03-01/2004-03-07,174,2004-03-01 00:00:00.000000000,2004-03-07 23:59:59.999999999,303,4,2,0,0,0,0,0,0
2004-03-08/2004-03-14,175,2004-03-08 00:00:00.000000000,2004-03-14 23:59:59.999999999,305,2,0,0,0,0,0,0,0
2004-03-15/2004-03-21,176,2004-03-15 00:00:00.000000000,2004-03-21 23:59:59.999999999,317,14,2,0,0,0,0,0,0
2004-03-22/2004-03-28,177,2004-03-22 00:00:00.000000000,2004-03-28 23:59:59.999999999,322,6,1,0,0,0,0,0,0
2004-03-29/2004-04-04,178,2004-03-29 00:00:00.000000000,2004-04-04 23:59:59.999999999,324,5,3,0,0,0,0,0,0
